orderdate,shipdate,shipmode,customername,segment,country,market,category,productname,sales,quantity,profit,shippingcost,row_no
2011-02-24,2011-02-25,First Class,Tom Stivers,Corporate,Iran,EMEA,Office Supplies,Wilson Jones Hole Reinforcements,16,4,1.68,3.14,762
2011-02-24,2011-02-24,Same Day,Carlos Soltero,Consumer,Brazil,LATAM,Office Supplies,SanDisk Computer Printout Paper,68,3,1.32,2.99,763
2011-02-24,2011-02-25,First Class,Tom Stivers,Corporate,Iran,EMEA,Office Supplies,Ibico Index Tab,9,1,4.05,1.04,764
2011-02-24,2011-02-28,Standard Class,Michael Grace,Home Office,United States,US,Office Supplies,Staples,7,3,2.3409,0.5,765
2011-02-24,2011-02-27,First Class,Damala Kotsonis,Corporate,Nigeria,Africa,Office Supplies,Xerox Memo Slips,4,1,-7.398,0.27,766
2011-02-24,2011-02-28,Standard Class,Michael Grace,Home Office,United States,US,Office Supplies,GBC Plastic Binding Combs,4,3,-6.8634,0.23,767
2011-02-25,2011-02-25,Same Day,Rose O'Brian,Consumer,Algeria,Africa,Technology,Epson Inkjet,613,2,202.32,241.33,768
2011-02-25,2011-03-03,Standard Class,Fred McMath,Consumer,China,APAC,Technology,Samsung Audio Dock,1,9,656.64,172.32,769
2011-02-25,2011-02-25,Same Day,Rose O'Brian,Consumer,Algeria,Africa,Office Supplies,Eldon Lockers,394,2,78.78,110.6,770
2011-02-25,2011-02-25,Same Day,Rose O'Brian,Consumer,Algeria,Africa,Office Supplies,SanDisk Computer Printout Paper,339,10,37.2,27.29,771
2011-02-25,2011-02-25,Same Day,Rose O'Brian,Consumer,Algeria,Africa,Office Supplies,Advantus Paper Clips,54,4,12.84,22.06,772
2011-02-25,2011-02-28,Second Class,Mike Kennedy,Consumer,Cuba,LATAM,Furniture,Eldon Stacking Tray,57,3,6.84,20.1,773
2011-02-25,2011-02-27,Second Class,Tracy Hopkins,Home Office,Democratic Republic of the Congo,Africa,Office Supplies,Stockwell Clamps,98,6,34.2,18.74,774
2011-02-25,2011-01-03,Standard Class,Emily Grady,Consumer,Guatemala,LATAM,Technology,HP Fax and Copier,232,2,43.69512,14.26,775
2011-02-25,2011-02-03,Standard Class,Jennifer Halladay,Consumer,United States,US,Office Supplies,Message Book,33,4,11.1024,2.37,776
2011-02-25,2011-02-25,Same Day,Rose O'Brian,Consumer,Algeria,Africa,Office Supplies,Novimex Legal Exhibit Labels,8,1,0.57,2.14,777
2011-02-25,2011-02-03,Standard Class,Jennifer Halladay,Consumer,United States,US,Office Supplies,TOPS 4 x 6 Fluorescent Color Memo Sheets,23,3,7.6869,1.97,778
2011-02-25,2011-02-27,Second Class,Tracy Hopkins,Home Office,Democratic Republic of the Congo,Africa,Office Supplies,Novimex Shipping Labels,9,1,1.59,1.13,779
2011-02-25,2011-02-27,Second Class,Tracy Hopkins,Home Office,Democratic Republic of the Congo,Africa,Office Supplies,Acco Hole Reinforcements,7,1,0.57,0.7,780
2011-02-26,2011-02-28,Second Class,Bill Stewart,Corporate,Nicaragua,LATAM,Technology,Sharp Fax Machine,988,5,126.7194,107.47,781
2011-02-26,2011-02-28,Second Class,Bill Stewart,Corporate,Nicaragua,LATAM,Furniture,Safco 3,685,6,280.92,88.39,782
2011-02-26,2011-01-03,Second Class,Michael Dominguez,Corporate,Indonesia,APAC,Technology,Epson Receipt Printer,287,3,-45.1044,81.63,783
2011-02-26,2011-04-03,Standard Class,Bobby Odegard,Consumer,Netherlands,EU,Furniture,Advantus Frame,533,6,-0.144,39.26,784
2011-02-26,2011-02-03,Second Class,Rob Lucas,Consumer,El Salvador,LATAM,Office Supplies,Tenex File Cart,268,3,10.68,33.3,785
2011-02-26,2011-02-28,First Class,David Flashing,Consumer,Japan,APAC,Office Supplies,Kleencut Letter Opener,79,3,25.38,28.91,786
2011-02-26,2011-02-03,Standard Class,Alan Haines,Corporate,Cuba,LATAM,Furniture,Harbour Creations Swivel Stool,360,3,104.46,27.4,787
2011-02-26,2011-02-03,Standard Class,Alan Haines,Corporate,Brazil,LATAM,Furniture,Harbour Creations Swivel Stool,144,3,-111.684,14.32,788
2011-02-26,2011-02-03,Standard Class,Alan Haines,Corporate,Cuba,LATAM,Technology,Samsung Office Telephone,177,4,54.96,9.28,789
2011-02-26,2011-02-03,Second Class,Rob Lucas,Consumer,El Salvador,LATAM,Office Supplies,Elite Shears,58,2,0.0,8.2,790
2011-02-26,2011-04-03,Standard Class,Bobby Odegard,Consumer,Netherlands,EU,Technology,Motorola Headset,120,3,-40.68,7.74,791
2011-02-26,2011-02-03,Standard Class,Lena Cacioppo,Consumer,China,APAC,Technology,Belkin Numeric Keypad,59,1,10.05,7.27,792
2011-02-26,2011-02-03,Standard Class,Alan Haines,Corporate,Cuba,LATAM,Office Supplies,Acme Trimmer,55,2,1.64,4.86,793
2011-02-26,2011-02-28,Second Class,Bill Stewart,Corporate,Nicaragua,LATAM,Furniture,Rubbermaid Clock,67,2,32.76,4.74,794
2011-02-26,2011-02-03,Second Class,Rob Lucas,Consumer,El Salvador,LATAM,Office Supplies,Stanley Markers,47,3,17.34,3.89,795
2011-02-26,2011-02-03,Standard Class,Alan Haines,Corporate,Cuba,LATAM,Technology,Memorex Mouse,52,3,18.66,3.68,796
2011-02-26,2011-02-03,Standard Class,Alan Haines,Corporate,Brazil,LATAM,Technology,Samsung Office Telephone,71,4,-51.456,2.95,797
2011-02-26,2011-02-03,Standard Class,Alan Haines,Corporate,Brazil,LATAM,Office Supplies,Acme Trimmer,22,2,-31.384,2.07,798
2011-02-26,2011-02-03,Standard Class,Alan Haines,Corporate,Brazil,LATAM,Technology,Memorex Mouse,21,3,-12.516,1.87,799
2011-02-26,2011-02-28,Second Class,Bill Stewart,Corporate,Nicaragua,LATAM,Office Supplies,Green Bar Parchment Paper,11,1,3.2,0.65,800
2011-02-27,2011-06-03,Standard Class,Dennis Kane,Consumer,Iran,EMEA,Technology,Epson Phone,625,8,93.6,54.7,801
2011-02-28,2011-03-03,First Class,Paul Stevenson,Home Office,South Korea,APAC,Office Supplies,Hamilton Beach Stove,811,3,-599.94,236.16,802
2011-02-28,2011-03-03,First Class,Paul Stevenson,Home Office,South Korea,APAC,Furniture,Eldon Door Stop,401,10,-5.22,108.34,803
2011-02-28,2011-02-28,Same Day,Sarah Brown,Consumer,Brazil,LATAM,Technology,Okidata Printer,358,2,110.96,64.95,804
2011-02-28,2011-03-03,First Class,Paul Stevenson,Home Office,South Korea,APAC,Office Supplies,KitchenAid Microwave,311,2,-224.01,60.79,805
2011-02-28,2011-03-03,First Class,Paul Stevenson,Home Office,South Korea,APAC,Furniture,Advantus Stacking Tray,140,7,6.804,50.88,806
2011-02-28,2011-04-03,Second Class,Deborah Brumfield,Home Office,Philippines,APAC,Technology,Logitech Keyboard,120,3,10.8225,18.64,807
2011-02-28,2011-03-03,First Class,Paul Stevenson,Home Office,South Korea,APAC,Technology,Belkin Memory Card,115,2,-50.55,16.32,808
2011-02-28,2011-04-03,Second Class,Deborah Brumfield,Home Office,Philippines,APAC,Office Supplies,Wilson Jones 3,125,5,41.1825,7.71,809
2011-02-28,2011-03-03,First Class,Joy Smith,Consumer,United States,US,Office Supplies,Zebra Zazzle Fluorescent Highlighters,19,4,3.4048,3.38,810
2011-02-28,2011-07-03,Standard Class,Sally Hughsby,Corporate,Australia,APAC,Office Supplies,BIC Pencil Sharpener,18,1,-10.008,2.15,811
2011-01-03,2011-04-03,First Class,Tom Prescott,Consumer,Canada,Canada,Office Supplies,Fellowes File Cart,551,4,71.64,164.36,812
2011-01-03,2011-06-03,Standard Class,Todd Sumrall,Corporate,United Kingdom,EU,Furniture,Safco Classic Bookcase,1,3,341.73,150.4,813
2011-01-03,2011-05-03,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,Technology,Logitech Router,1,6,264.6,146.55,814
2011-01-03,2011-05-03,Standard Class,Tom Boeckenhauer,Consumer,Germany,EU,Office Supplies,Hamilton Beach Toaster,364,8,45.456,80.67,815
2011-01-03,2011-05-03,Standard Class,Vicky Freymann,Home Office,United States,US,Furniture,Novimex Swivel Fabric Task Chair,634,6,-172.1172,70.05,816
2011-01-03,2011-04-03,First Class,Tom Prescott,Consumer,Canada,Canada,Furniture,Harbour Creations Bag Chairs,246,4,105.96,65.81,817
2011-01-03,2011-06-03,Standard Class,Todd Sumrall,Corporate,United Kingdom,EU,Furniture,Office Star Rocking Chair,705,5,288.75,64.4,818
2011-01-03,2011-05-03,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,Office Supplies,Fellowes Lockers,1,6,211.5,60.78,819
2011-01-03,2011-03-03,First Class,Katherine Hughes,Consumer,Australia,APAC,Technology,Panasonic Receipt Printer,215,2,7.158,55.67,820
2011-01-03,2011-06-03,Second Class,Dave Brooks,Consumer,United States,US,Furniture,Global Deluxe High,458,2,51.4764,47.89,821
2011-01-03,2011-05-03,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,Technology,Sharp Fax Machine,588,2,123.36,42.88,822
2011-01-03,2011-07-03,Standard Class,Giulietta Weimer,Consumer,United States,US,Furniture,Bevis Round Conference Room Tables and Bases,377,3,-43.0296,32.7,823
2011-01-03,2011-06-03,Standard Class,Todd Sumrall,Corporate,United Kingdom,EU,Office Supplies,BIC Sketch Pad,195,4,34.92,25.39,824
2011-01-03,2011-05-03,Standard Class,Shahid Collister,Consumer,United States,US,Furniture,Harbour Creations Steel Folding Chair,362,6,0.0,25.22,825
2011-01-03,2011-01-03,Same Day,Bryan Spruell,Home Office,Ukraine,EMEA,Furniture,Hon Steel Folding Chair,163,2,76.5,24.42,826
2011-01-03,2011-01-03,Same Day,Bryan Spruell,Home Office,Ukraine,EMEA,Office Supplies,Fellowes Shelving,116,2,30.06,19.52,827
2011-01-03,2011-04-03,First Class,Tom Prescott,Consumer,Canada,Canada,Technology,Apple Speaker Phone,493,4,123.24,18.19,828
2011-01-03,2011-08-03,Standard Class,Chris McAfee,Consumer,France,EU,Office Supplies,BIC Markers,107,4,29.88,16.48,829
2011-01-03,2011-05-03,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,Technology,Konica Printer,266,1,79.86,16.22,830
2011-01-03,2011-05-03,Standard Class,Randy Ferguson,Corporate,Japan,APAC,Furniture,Tenex Clock,352,7,59.64,15.91,831
2011-01-03,2011-06-03,Standard Class,Logan Haushalter,Consumer,Indonesia,APAC,Furniture,Hon Swivel Stool,239,2,62.169,15.01,832
2011-01-03,2011-06-03,Standard Class,Logan Haushalter,Consumer,Indonesia,APAC,Office Supplies,Kraft Peel and Seal,109,9,-74.4147,14.58,833
2011-01-03,2011-05-03,Standard Class,Lori Olson,Corporate,Germany,EU,Technology,Belkin Keyboard,151,2,-5.058,14.22,834
2011-01-03,2011-05-03,Standard Class,Logan Haushalter,Consumer,Australia,APAC,Technology,Cisco Signal Booster,92,1,-45.948,13.96,835
2011-01-03,2011-05-03,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,Furniture,Safco Floating Shelf Set,197,1,86.55,12.33,836
2011-01-03,2011-05-03,Standard Class,Tom Boeckenhauer,Consumer,Germany,EU,Office Supplies,Smead Shelving,118,3,36.684,11.43,837
2011-01-03,2011-07-03,Standard Class,Giulietta Weimer,Consumer,United States,US,Office Supplies,Recycled Steel Personal File for Hanging File Folders,137,3,8.5845,8.49,838
2011-01-03,2011-01-03,Same Day,Bryan Spruell,Home Office,Ukraine,EMEA,Office Supplies,Stanley Canvas,99,2,15.78,8.42,839
2011-01-03,2011-05-03,Standard Class,Tom Boeckenhauer,Consumer,Germany,EU,Office Supplies,Fellowes Folders,63,3,23.76,8.22,840
2011-01-03,2011-05-03,Standard Class,Shahid Collister,Consumer,United States,US,Office Supplies,Fellowes Bankers Box Recycled Super Stor/Drawer,130,3,-22.6716,8.0,841
2011-01-03,2011-05-03,Standard Class,Shahid Collister,Consumer,United States,US,Furniture,DAX Black Cherry Wood,64,6,-34.9536,7.38,842
2011-01-03,2011-05-03,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,Technology,StarTech Receipt Printer,221,2,15.48,6.87,843
2011-01-03,2011-04-03,First Class,Tom Prescott,Consumer,Canada,Canada,Office Supplies,Acco 3,30,1,2.73,6.7,844
2011-01-03,2011-04-03,Second Class,Ed Ludwig,Home Office,Germany,EU,Technology,Epson Calculator,47,1,12.54,6.09,845
2011-01-03,2011-03-03,First Class,Katherine Hughes,Consumer,Australia,APAC,Office Supplies,Acme Scissors,24,1,8.904,5.44,846
2011-01-03,2011-05-03,Standard Class,Logan Haushalter,Consumer,Australia,APAC,Office Supplies,Xerox Parchment Paper,24,3,-7.632,3.9,847
2011-01-03,2011-05-03,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,Office Supplies,Eldon Box,62,6,17.82,3.73,848
2011-01-03,2011-06-03,Standard Class,Todd Sumrall,Corporate,United Kingdom,EU,Office Supplies,Sanford Pens,37,3,10.35,3.55,849
2011-01-03,2011-04-03,Second Class,Ed Ludwig,Home Office,Germany,EU,Office Supplies,Binney & Smith Pens,147,12,0.0,3.35,850
2011-01-03,2011-04-03,Second Class,Ed Ludwig,Home Office,Germany,EU,Office Supplies,Fellowes Shelving,102,2,35.238,3.3,851
2011-01-03,2011-04-03,First Class,Tom Prescott,Consumer,Canada,Canada,Office Supplies,OIC Push Pins,12,1,2.46,3.1,852
2011-01-03,2011-04-03,First Class,Tom Prescott,Consumer,Canada,Canada,Office Supplies,Hon Shipping Labels,12,1,5.64,2.24,853
2011-01-03,2011-05-03,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,Furniture,Novimex Bag Chairs,48,1,12.09,2.21,854
2011-01-03,2011-05-03,Standard Class,Shahid Collister,Consumer,United States,US,Office Supplies,Plymouth Boxed Rubber Bands by Plymouth,19,5,-3.5325,2.05,855
2011-01-03,2011-05-03,Standard Class,Vicky Freymann,Home Office,United States,US,Office Supplies,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17,3,5.6784,1.94,856
2011-01-03,2011-01-03,Same Day,Bryan Spruell,Home Office,Ukraine,EMEA,Office Supplies,Hon Round Labels,13,2,5.46,1.94,857
2011-01-03,2011-05-03,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,Office Supplies,Tenex Box,17,1,7.41,1.14,858
2011-01-03,2011-03-03,First Class,Katherine Hughes,Consumer,Australia,APAC,Office Supplies,Acco Hole Reinforcements,13,2,-1.164,1.05,859
2011-01-03,2011-05-03,Standard Class,Brian DeCherney,Consumer,Australia,APAC,Office Supplies,Wilson Jones Hole Reinforcements,22,6,4.266,1.02,860
2011-01-03,2011-05-03,Standard Class,Jeremy Farry,Consumer,Italy,EU,Office Supplies,Ibico Index Tab,18,2,3.18,0.97,861
2011-01-03,2011-05-03,Standard Class,Ruben Dartt,Consumer,Ukraine,EMEA,Office Supplies,Tenex Box,31,2,14.28,0.81,862
2011-01-03,2011-06-03,Standard Class,Edward Hooks,Corporate,Nigeria,Africa,Office Supplies,Hoover Toaster,25,1,-28.713,0.79,863
2011-01-03,2011-05-03,Standard Class,Hallie Redmond,Home Office,United States,US,Technology,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,6,3,1.6038,0.42,864
2011-02-03,2011-07-03,Standard Class,Chuck Clark,Home Office,Australia,APAC,Furniture,Ikea Corner Shelving,775,7,146.328,52.13,865
2011-02-03,2011-07-03,Standard Class,Chuck Clark,Home Office,Australia,APAC,Furniture,Ikea 3,776,6,94.806,51.08,866
2011-02-03,2011-02-03,Same Day,Mary Zewe,Corporate,Indonesia,APAC,Furniture,Office Star Executive Leather Armchair,682,2,186.9678,48.69,867
2011-02-03,2011-06-03,Standard Class,Giulietta Dortch,Corporate,Australia,APAC,Furniture,Harbour Creations Steel Folding Chair,258,3,31.482,28.53,868
2011-02-03,2011-02-03,Same Day,Mary Zewe,Corporate,Indonesia,APAC,Technology,Canon Wireless Fax,1,3,-34.083,27.16,869
2011-02-03,2011-06-03,Standard Class,Natalie Webber,Consumer,Iraq,EMEA,Office Supplies,Rogers Lockers,211,1,52.65,21.46,870
2011-02-03,2011-06-03,Standard Class,Nicole Hansen,Corporate,United States,US,Technology,Hypercom P1300 Pinpad,151,3,32.13,9.21,871
2011-02-03,2011-07-03,Standard Class,Chuck Clark,Home Office,Australia,APAC,Office Supplies,Acco Binder Covers,107,8,16.464,7.66,872
2011-02-03,2011-06-03,Standard Class,Frank Hawley,Corporate,Cuba,LATAM,Office Supplies,Enermax Message Books,36,2,14.2,2.25,873
2011-02-03,2011-08-03,Standard Class,Kristina Nunn,Home Office,United States,US,Office Supplies,Array Parchment Paper,36,5,17.472,2.18,874
2011-02-03,2011-07-03,Standard Class,Chuck Clark,Home Office,Australia,APAC,Office Supplies,Stanley Markers,46,2,4.524,1.46,875
2011-02-03,2011-08-03,Standard Class,Kristina Nunn,Home Office,United States,US,Office Supplies,Staples,11,2,5.3392,0.94,876
2011-02-03,2011-06-03,Standard Class,Nicole Hansen,Corporate,United States,US,Office Supplies,Xerox 1971,3,1,1.07,0.41,877
2011-03-03,2011-05-03,Second Class,Scot Coram,Corporate,Albania,EMEA,Technology,StarTech Card Printer,1,10,258.9,301.73,878
2011-03-03,2011-08-03,Second Class,Mike Vittorini,Consumer,Bangladesh,APAC,Furniture,Harbour Creations Swivel Stool,1,6,65.7,100.65,879
2011-03-03,2011-05-03,Second Class,Mitch Willingham,Corporate,Dominican Republic,LATAM,Furniture,Office Star Executive Leather Armchair,752,3,56.352,70.49,880
2011-03-03,2011-07-03,Standard Class,Ben Wallace,Consumer,Morocco,Africa,Technology,Panasonic Inkjet,311,1,90.03,48.52,881
2011-03-03,2011-07-03,Standard Class,Ben Wallace,Consumer,Morocco,Africa,Technology,StarTech Inkjet,598,2,263.04,43.14,882
2011-03-03,2011-09-03,Standard Class,Sandra Flanagan,Consumer,Romania,EMEA,Technology,Konica Receipt Printer,489,4,97.8,36.03,883
2011-03-03,2011-10-03,Standard Class,Cari Schnelling,Consumer,Honduras,LATAM,Technology,Sharp Fax Machine,825,7,-389.1594,35.2,884
2011-03-03,2011-08-03,Standard Class,Jill Stevenson,Corporate,United States,US,Furniture,O'Sullivan 4,302,5,-199.617,34.51,885
2011-03-03,2011-07-03,Standard Class,Eva Jacobs,Consumer,United States,US,Furniture,Bevis Oval Conference Table,626,3,-23.4882,32.55,886
2011-03-03,2011-09-03,Standard Class,Sandra Flanagan,Consumer,Romania,EMEA,Furniture,Dania Stackable Bookrack,492,4,4.8,27.75,887
2011-03-03,2011-08-03,Standard Class,Anne Pryor,Home Office,United States,US,Office Supplies,Ibico Laser Imprintable Binding System Covers,126,3,40.872,22.16,888
2011-03-03,2011-10-03,Standard Class,Cari Schnelling,Consumer,Honduras,LATAM,Technology,Samsung Audio Dock,334,5,-200.24,19.72,889
2011-03-03,2011-08-03,Second Class,Mike Vittorini,Consumer,Bangladesh,APAC,Technology,HP Copy Machine,731,3,160.83,18.07,890
2011-03-03,2011-07-03,Standard Class,Anne Pryor,Home Office,Egypt,Africa,Office Supplies,KitchenAid Coffee Grinder,140,2,57.3,11.09,891
2011-03-03,2011-07-03,Standard Class,Sam Craven,Consumer,United States,US,Office Supplies,3.6 Cubic Foot Counter Height Office Refrigerator,177,3,-459.6072,10.65,892
2011-03-03,2011-09-03,Standard Class,Christopher Conant,Consumer,Algeria,Africa,Furniture,Eldon Frame,113,1,29.43,9.51,893
2011-03-03,2011-10-03,Standard Class,Astrea Jones,Consumer,Nigeria,Africa,Office Supplies,Smead Lockers,119,2,-99.27,9.39,894
2011-03-03,2011-09-03,Standard Class,Sandra Flanagan,Consumer,Romania,EMEA,Technology,Apple Speaker Phone,126,1,27.75,7.47,895
2011-03-03,2011-09-03,Standard Class,David Philippe,Consumer,Italy,EU,Office Supplies,OIC Clamps,58,3,28.8,6.89,896
2011-03-03,2011-07-03,Standard Class,Thais Sissman,Consumer,Israel,EMEA,Technology,Memorex Keyboard,69,1,1.38,5.58,897
2011-03-03,2011-06-03,Second Class,Roger Barcio,Home Office,France,EU,Office Supplies,Tenex Folders,42,2,10.656,3.77,898
2011-03-03,2011-06-03,Second Class,Roger Barcio,Home Office,France,EU,Office Supplies,Wilson Jones 3,59,2,12.36,3.1,899
2011-03-03,2011-08-03,Standard Class,Anne Pryor,Home Office,United States,US,Office Supplies,Cardinal HOLDit! Binder Insert Strips,25,5,9.1785,2.48,900
2011-03-03,2011-09-03,Standard Class,Yana Sorensen,Corporate,Iran,EMEA,Office Supplies,Rogers Folders,31,1,4.35,2.2,901
2011-03-03,2011-10-03,Standard Class,Astrea Jones,Consumer,Nigeria,Africa,Furniture,Hon Bag Chairs,57,4,-91.512,2.08,902
2011-03-03,2011-08-03,Standard Class,Jill Stevenson,Corporate,United States,US,Office Supplies,Eldon Shelf Savers Cubes and Bins,45,8,-10.0512,1.94,903
2011-03-03,2011-10-03,Standard Class,Cari Schnelling,Consumer,Honduras,LATAM,Office Supplies,Stockwell Rubber Bands,16,3,-9.552,1.74,904
2011-03-03,2011-08-03,Standard Class,Jill Stevenson,Corporate,United States,US,Office Supplies,Avery 495,15,3,4.914,1.37,905
2011-03-03,2011-10-03,Standard Class,Cari Schnelling,Consumer,Honduras,LATAM,Office Supplies,Hon File Folder Labels,8,3,-0.672,1.23,906
2011-03-03,2011-07-03,Standard Class,Chris Cortes,Consumer,Honduras,LATAM,Office Supplies,GlobeWeis Manila Envelope,12,1,-6.608,1.07,907
2011-03-03,2011-07-03,Second Class,Ashley Jarboe,Consumer,United States,US,Office Supplies,Zebra Zazzle Fluorescent Highlighters,19,4,3.4048,1.05,908
2011-03-03,2011-07-03,Standard Class,Anne Pryor,Home Office,Egypt,Africa,Office Supplies,Binney & Smith Pens,24,2,10.02,1.02,909
2011-03-03,2011-08-03,Standard Class,Anne Pryor,Home Office,United States,US,Technology,PowerGen Dual USB Car Charger,10,1,4.5954,0.99,910
2011-03-03,2011-07-03,Standard Class,Thais Sissman,Consumer,Israel,EMEA,Office Supplies,Advantus Paper Clips,14,1,6.39,0.39,911
2011-04-03,2011-09-03,Standard Class,Brad Eason,Home Office,China,APAC,Technology,Cisco Audio Dock,555,3,0.0,83.22,912
2011-04-03,2011-04-03,Same Day,Clay Ludtke,Consumer,United States,US,Office Supplies,Sensible Storage WireTech Storage Systems,355,5,17.745,74.5,913
2011-04-03,2011-08-03,Standard Class,Darrin Martin,Consumer,Nicaragua,LATAM,Office Supplies,Ibico Binder,91,8,25.28,11.87,914
2011-04-03,2011-08-03,Standard Class,Darrin Martin,Consumer,Nicaragua,LATAM,Office Supplies,Stiletto Shears,90,3,15.18,6.54,915
2011-04-03,2011-09-03,Standard Class,Pierre Wener,Consumer,Turkey,EMEA,Technology,Panasonic Receipt Printer,94,2,-25.98,4.07,916
2011-04-03,2011-08-03,Standard Class,John Lee,Consumer,Nigeria,Africa,Technology,Hewlett Personal Copier,43,1,-92.349,3.02,917
2011-04-03,2011-09-03,Standard Class,Sanjit Chand,Consumer,United States,US,Office Supplies,BIC Brite Liner Highlighters,16,3,2.3328,1.31,918
2011-05-03,2011-08-03,Second Class,Aimee Bixby,Consumer,United States,US,Technology,Logitech Wireless Gaming Headset G930,480,3,177.5889,55.01,919
2011-05-03,2011-08-03,Second Class,Aimee Bixby,Consumer,United States,US,Office Supplies,Xerox 1891,98,2,45.9754,10.13,920
2011-05-03,2011-08-03,Second Class,Aimee Bixby,Consumer,United States,US,Office Supplies,Newell 345,60,3,15.4752,8.02,921
2011-05-03,2011-08-03,Second Class,Aimee Bixby,Consumer,United States,US,Office Supplies,GBC Wire Binding Combs,50,6,16.7508,7.52,922
2011-05-03,2011-11-03,Standard Class,Shirley Daniels,Home Office,United Kingdom,EU,Office Supplies,BIC Canvas,102,2,-10.296,7.29,923
2011-05-03,2011-12-03,Standard Class,Barry Pond,Corporate,Poland,EMEA,Office Supplies,Ibico Binder Covers,26,2,1.8,1.99,924
2011-05-03,2011-08-03,Second Class,Aimee Bixby,Consumer,United States,US,Office Supplies,Acme Forged Steel Scissors with Black Enamel Handles,19,2,5.3998,1.91,925
2011-06-03,2011-09-03,Second Class,Russell D'Ascenzo,Consumer,Guatemala,LATAM,Office Supplies,Cameo Mailers,127,5,29.2,15.77,926
2011-06-03,2011-09-03,Second Class,Russell D'Ascenzo,Consumer,Guatemala,LATAM,Office Supplies,Avery Hole Reinforcements,8,2,1.48,0.69,927
2011-07-03,2011-11-03,Standard Class,Maureen Gnade,Consumer,Saudi Arabia,EMEA,Technology,Logitech Memory Card,1,10,20.1,137.14,928
2011-07-03,2011-12-03,Standard Class,Craig Molinari,Corporate,United States,US,Furniture,Global Leather and Oak Executive Chair,482,2,54.1764,42.74,929
2011-07-03,2011-12-03,Standard Class,Craig Molinari,Corporate,United States,US,Furniture,Office Star ,437,6,21.8352,38.45,930
2011-07-03,2011-11-03,Standard Class,Paul Gonzalez,Consumer,Guatemala,LATAM,Office Supplies,Rogers Lockers,846,6,25.32,35.98,931
2011-07-03,2011-08-03,First Class,Toby Swindell,Consumer,France,EU,Office Supplies,BIC Canvas,108,2,36.66,16.03,932
2011-07-03,2011-08-03,First Class,Aaron Bergman,Consumer,United States,US,Furniture,Global Push Button Manager's Chair,49,1,5.4801,11.13,933
2011-07-03,2011-12-03,Standard Class,Craig Molinari,Corporate,United States,US,Office Supplies,"Contico 72""H Heavy",205,5,0.0,10.65,934
2011-07-03,2011-11-03,Standard Class,Maureen Gnade,Consumer,Saudi Arabia,EMEA,Office Supplies,Advantus Push Pins,58,4,2.28,9.01,935
2011-07-03,2011-11-03,Second Class,Nora Pelletier,Home Office,United States,US,Office Supplies,Catalog Binders with Expanding Posts,108,2,33.64,6.44,936
2011-07-03,2011-11-03,Standard Class,Maureen Gnade,Consumer,Saudi Arabia,EMEA,Technology,Motorola Office Telephone,75,1,19.38,6.38,937
2011-07-03,2011-11-03,Standard Class,Maureen Gnade,Consumer,Saudi Arabia,EMEA,Office Supplies,Ibico Binder,31,2,8.64,4.62,938
2011-07-03,2011-08-03,First Class,Aaron Bergman,Consumer,United States,US,Office Supplies,Newell 330,18,3,4.6644,4.29,939
2011-07-03,2011-10-03,Second Class,Naresj Patel,Consumer,Bangladesh,APAC,Furniture,Dania Stackable Bookrack,122,1,44.97,3.96,940
2011-07-03,2011-03-14,Standard Class,Bart Watters,Corporate,Cameroon,Africa,Office Supplies,Rogers Box,24,1,0.45,2.11,941
2011-07-03,2011-03-14,Standard Class,Bart Watters,Corporate,Cameroon,Africa,Office Supplies,Smead Box,11,1,0.0,1.44,942
2011-07-03,2011-08-03,First Class,Aaron Bergman,Consumer,United States,US,Office Supplies,"Carina 42""Hx23 3/4""W Media Storage Unit",243,3,4.8588,1.28,943
2011-07-03,2011-11-03,Standard Class,Paul Gonzalez,Consumer,Guatemala,LATAM,Office Supplies,Cameo Clasp Envelope,16,2,2.04,1.05,944
2011-07-03,2011-12-03,Standard Class,Craig Molinari,Corporate,United States,US,Office Supplies,Newell Chalk Holder,21,5,9.499,0.52,945
2011-08-03,2011-03-13,Standard Class,Greg Tran,Consumer,El Salvador,LATAM,Furniture,Harbour Creations Executive Leather Armchair,2,9,1313.28,145.5,946
2011-08-03,2011-12-03,Second Class,Jim Radford,Consumer,Australia,APAC,Technology,Apple Signal Booster,861,7,143.325,142.19,947
2011-08-03,2011-03-13,Standard Class,Steve Carroll,Home Office,Cambodia,APAC,Furniture,Chromcraft Computer Table,1,3,292.59,78.66,948
2011-08-03,2011-03-13,Standard Class,Greg Tran,Consumer,El Salvador,LATAM,Office Supplies,Hoover Toaster,619,11,284.46,49.07,949
2011-08-03,2011-12-03,Standard Class,David Kendrick,Corporate,Philippines,APAC,Technology,Cisco Office Telephone,543,9,-7.425,40.48,950
